标题,状态,领域,用户名,时间,内容
有关南市区卢湾区统统合并到黄浦区的问题,待回复,其他 咨询,匿***,2015-01-0415:16,您好，1.按照发展的分工和细分理论，区域发展不断走向多元展现各自特色，趋势上应该越分越细，越细越分。那么近10年来先南市后卢湾统统合并到黄浦区，南汇并入浦东区，形成两个大一统，是否有利地域可持续发展？是否符合产业和文化的细分？有否有利于保持和光大传统？这个实在看不懂。 2.接下来上海还有哪些区县合并计划？最终准备保留几个区县？谢谢市民
浦东大团金石村委违法违纪,浦东新区人民政府,政务 投诉,匿***,2015-01-0411:23,韩书记，你好，我是浦东新区（原南汇区）大团镇金石村董村的一个90后，我要反映一些村委的问题。1.违法审批宅基地，在村委往北团金路口，有在建的房子，此地原是耕地，占地面积严重超标不说，此块耕地如何变成宅基地，又到底给了谁？村民们私底下都议论纷纷，都说对方来头不小，都说村干部腐败，否则不可能拿下这块地。2.强制村民捐款，可村民不知为何捐款，捐款干什么用，不捐则被告知若不捐，以后又困难休想拿到补助。3.宅基地存在违法违纪交易，村民皆知，只要有钱，宅基地没问题。4.村干部经常出去大吃大喝，被村民撞见不知几回，村里妇孺皆知。希望政府可以好好查查，小官大腐，村民无不恨之。
关于31号晚上外滩踩踏事故的建议,待回复,其他 建言,匿***,2015-01-0309:01,要避免31号晚上外滩踩踏事故的发生，最现实和迫切的科学手段就是利用大数据和云计算技术，通过无线网络，提前监控热点地区可能的人流规模，要求公安部门提前采取应对措施！这么多优秀的年轻人无辜死去，31号晚上在现场和想要去现场的人哪个没有手机？上海市的哪个路口没有监控摄像头？现在是DT时代了，离散的数据必须尽快通过云计算技术帮助政府及时作出正确的决策！有些事情是不能亡羊补牢的，只能防患于未然啊！我们国家已经有了世界上最强大的超级计算机，为什么不能好好利用起来呢？！
关于上海外滩的踩踏事件的思考,待回复,其他 建言,匿***,2015-01-0308:30,非常感谢您于百忙之中看到这条留言。在迎新年之际却发生了如此让人心痛的事件，不得不让我反思人们在面对踩踏事件发生时的反应能力。我们从小学开始就一直进行消防演习，逃生演习等等的安全教育，这些的确有的起到了很好的作用，那为什么在中小学教育中没有对预防及应对踩踏事件的安全教育？当有人倒下时应该怎样正确的反应，当自己倒下时应该如何自救，如何对踩伤人员做急救？我想不仅是我，许多人当面对此类事件时或许都无法正确冷静的反应，不仅如此，还会因不知所措而产生恐慌、惊叫，进一步导致事态严重。所以，我谨向您提出希望在中小学中普及有关踩踏事件的安全教育，以及让更多专家来向民众普及这些知识。
可不可以在外滩建立一个文明纪念碑？,待回复,城建 建言,匿***,2015-01-0114:44,我们这个古老文明古国现在最需要的是秩序，是合法的讲文明的具有现代意识的公民。谢谢！
我的户口问题，什么时候能够解决,待回复,其他 求助,g***,2014-12-3114:47,书记你好，我是外来弟，90年与上海市居民结婚，婚后生有一个儿子，现在儿子已经马上要结婚了。和我差不多情况的人户口已经来上海了。我从1982年就一直在上海工作、生活至今。多次我申报过户口。未获批准。2006年我爱人去世。我爱人去世以后，我也申报过，当时我岳母同意签字过。未获批准。由于家庭矛盾。岳母现在不同意签字。我自己也买了房子。现我儿子马上要结婚了。儿媳的所在地，是否我可以将户口落户。
浦东新区老港镇滨海社区土方车问题何时休,待回复,环保 投诉,匿***,2014-12-3113:01,浦东新区老港镇滨海社区的土方车超载、扬尘污染何时能得到治理，为什么交通队队滨海的超载问题视而不见，其中有什么原因，请市委书记明察，替滨海的百姓解决诉苦无门的情况，请求市委书记为民解困
书记您好我是职业病人四级伤残求帮助,待回复,其他 求助,匿***,2014-12-2916:29,书记您好；请您在百忙之中关注一个尘肺人的苦难；企业的不尽责推诿尘肺病家人及病人苦不堪言；尘肺病人向您求助救救我及我家人。单位上海市彭浦机器有限公司
脏乱差,浦东新区人民政府,其他 投诉,匿***,2014-12-2913:18,灵岩南路凌兆路到灵岩南路三林路的乱停车乱设摊自世博会前到现在都没根治过。上南路三林路口已挖了近十年自今如肠梗堵般横在马路中间。你们如果真的如说的“执政为民”话，有空实地看下。尤其是双休日和节假日实在是太过分了。
顾戴路莲花路施工至夜间11点半以后,待回复,环保 投诉,匿***,2014-12-2910:06,顾戴路莲花路修路已持续近半月，施工时间让人无法容忍，施工至夜间11点半以后，打市政投诉电话，说已联系，但实际是联系了1个多小时，仍无停止的意思。明天是周一，大家一早都要上班，已是深夜，还让人睡么？
每天乱停车堵路口有没有管,嘉定区人民政府,交通 投诉,匿***,2014-12-2614:16,书记您好，这事你们要管管，嘉定区马陆镇搏学南路百世汇通快递公司天天车乱停，天天堵在路中间别人还要不要走路啊，连早上扫卫生的老太太也走不过去，绿化带上也是快递公司的停车场，为什么嘉定区没人管这事啊？
急！！！举报老虎机场所，请严惩！！！,待回复,治安 投诉,匿***,2014-12-2609:30,   韩书记您好，浦东新区金桥金湘路333号附近有几个地下停车库（金湘路上），其中一个地下停车库内从13年3月份左右开设了一个娱乐场所，内有桌球和赌博机等，之前曾多次因警方整治关闭过（可能提前收到风声而关闭），但是关门一段时间后又继续营业，而且此家网点还提供信用卡刷卡服务，刷卡单显示刷卡方名称为“上海市闵行区鸣虎通讯器材设备有限公司”，能够如此之营业，可见规模之大，势力之大，我的家人短短几天已经在里面输了几万，他曾告诉我有人一天赢了23万，第二天输了31万。每天都有很多人玩，有时一个人要打几台机器。诸多家庭因为家庭成员参赌家庭不和，影响社会和谐，马上就要年关了，希望政府和执法机关能够大力度的惩治，避免更多家庭不幸，也避免赌徒在穷途末路的情况下做出更多违法的事情，影响社会治安。此店规模看来可能持证，且会有摄像头，从以前曾多次关门歇业，后又重新营业可见有后台支撑，希望公安机关跨区调查处理。同时希望能一并惩治处罚要从提供场地的物业，从根本上治理，让这些人没地方开店。希望有关领导能尽快端了这个黑窝点，同时能大力度的突袭上海所有持证和未持证的涉毒营业场所。黄赌毒，国之大害，不除不足以安定社会，且从源头处理，出台相关法律，让场地提供者一并处罚，越重越好，急盼领导能有一番大的举措。而不是严查之后，诸多赌场又如雨后春笋般死灰复燃。
快递公司乱停车有没有人管,嘉定区人民政府,交通 投诉,匿***,2014-12-2609:09,书记您好，上海市嘉定区马路镇博学南路百事汇通快递每天乱停车，天天堵塞别人正常通道，天天这样子别人怎么走路，就连早上打扫卫生的老太太也走不过去，还有这些绿化带多变成他们的停车场了，为什么在嘉定区天天投拆都没人管，这是为什么呢？你们应该知道的。
亲爱的闸北区领导：闸北区谈家桥路155弄这5,待回复,三农 咨询,匿***,2014-12-2515:25,亲爱的闸北区领导：闸北区谈家桥路155弄这50年的危房还能住人么？你们亲自去看看，这房子还能住人么？一楼脱落的墙体上，还能依稀看到毛主席的头像呖。是不是不出点事故啥的，人民群众的生命财产安全就得不到你们应有的重视？
请多为残疾人住房考虑！,待回复,治安 咨询,匿***,2014-12-2010:41,我是一个肢体严重残疾老人，居住平凉路，2767弄职一弄。。。号，由於是老式二楼房系租赁房一，没有厨房。二，没有卫生间。底层楼房己开始顷斜。地板下沉。墙体开裂严重。每到夏天，冬天不能洗澡。每天拎个痰盂罐去厕所洗刷。对一个残疾人耒讲你应该想象到是什么滋味。扬浦区政府早就说要拆迁。但事至今日仍无音讯。希望韓书记能真正多为老百姓。残人办点真正的实事。改革开放多年。唯有我们这里居住条件依然是六十年的状况。
